Employee_ID,Age,Gender,Department,Job_Role,Education,Monthly_Salary,Years_At_Company,Total_Working_Years,Job_Satisfaction,Work_Life_Balance,Environment_Satisfaction,Performance_Rating,Overtime,Business_Travel,Promotion_Last_5Yrs,Training_Hours,Projects_Handled,Absence_Days,Late_Days,Team_Size,Engagement_Score,Joining_Date,Last_Promotion_Date,Attrition
EMP100165,38,Male,Sales,Sales Executive,Bachelor's,32800,13.5,13.5,3,2,2,4,No,None,No,28.0,7,10,1,1,61.7,2013-01-29,,No
EMP100166,28,Male,Customer Support,Team Leader,Bachelor's,41400,0.6,3.6,3,4,3,4,No,None,No,29.0,5,10,4,11,79.3,2025-12-24,,Yes
EMP100167,38,Male,Technology,QA Engineer,Bachelor's,54000,4.9,9.1,1,2,2,3,No,None,No,19.0,5,14,2,5,42.2,2021-09-05,,Yes
EMP100168,27,Female,Technology,Software Engineer,Master's,51300,6.0,6.0,3,2,3,3,No,None,No,76.0,2,8,3,3,69.0,2020-07-30,,Yes
EMP100169,36,Male,Sales,Sales Executive,Master's,37900,2.3,13.4,4,3,3,3,Yes,Frequently,No,8.0,4,14,4,4,74.1,2024-04-12,,No
EMP100170,31,Female,Operations,Supply Chain Analyst,Master's,30500,1.7,7.4,3,2,3,3,No,Frequently,No,43.0,3,10,3,4,66.2,2024-11-17,,Yes
EMP100171,35,Male,Operations,Operations Manager,Bachelor's,49900,5.6,11.3,2,2,3,3,Yes,None,No,39.0,4,10,7,7,58.0,2020-12-24,,Yes
EMP100172,40,Non-Binary,Sales,Account Executive,Bachelor's,33100,1.6,15.2,4,2,4,5,No,Rarely,No,57.0,7,5,4,5,87.0,2024-12-24,,No
EMP100173,33,Male,Human Resources,HR Executive,Bachelor's,26400,3.5,10.2,4,4,4,4,No,Rarely,No,45.0,3,7,4,4,94.5,2023-01-30,,No
EMP100174,37,Male,Technology,QA Engineer,Bachelor's,59000,6.2,10.9,4,3,3,3,Yes,Rarely,No,31.0,3,7,2,5,77.9,2020-05-18,,Yes
EMP100175,28,Female,Operations,Process Analyst,Master's,35600,1.7,5.7,4,2,4,4,No,None,No,59.0,3,1,3,4,84.3,2024-11-17,,Yes
EMP100176,30,Male,Sales,Business Development Executive,Bachelor's,29000,3.9,4.2,1,2,2,4,Yes,None,Yes,57.0,3,10,3,4,51.5,2022-09-06,2023-12-03,No
EMP100177,25,Male,Marketing,Brand Manager,Bachelor's,46200,4.0,4.0,1,1,3,3,No,None,No,27.0,6,8,2,12,42.3,2022-07-31,,No
EMP100178,34,Male,Finance,Financial Analyst,Bachelor's,41400,4.5,9.3,4,3,4,4,No,None,Yes,30.0,2,14,5,3,85.8,2022-01-29,2026-01-25,No
EMP100179,36,Female,Research & Development,Product Analyst,Master's,47100,6.9,12.7,3,3,4,3,No,Rarely,No,51.0,3,11,2,2,78.8,2019-09-06,,No
EMP100180,37,Male,Sales,Sales Executive,Bachelor's,32700,1.0,12.6,3,3,3,2,Yes,None,No,21.0,5,7,5,2,65.8,2025-07-31,,No
EMP100181,48,Male,Technology,Data Engineer,PhD,62400,1.2,17.1,4,3,3,4,No,Frequently,No,14.0,3,5,0,1,78.1,2025-05-19,,Yes
EMP100182,38,Male,Sales,Sales Executive,Bachelor's,34500,3.0,11.9,2,3,3,2,No,Rarely,Yes,42.0,3,7,1,5,61.8,2023-07-31,2025-11-02,No
EMP100183,31,Female,Research & Development,Product Manager,Master's,52100,4.1,6.9,2,4,3,2,No,None,No,39.0,5,18,1,6,67.5,2022-06-24,,No
EMP100184,53,Male,Customer Support,Customer Success Manager,High School,49400,0.9,14.8,2,2,3,3,No,None,No,5.0,5,11,6,14,52.3,2025-09-05,,No
EMP100185,28,Female,Technology,Data Analyst,Bachelor's,43100,2.2,3.6,3,2,3,4,Yes,Rarely,No,42.0,7,16,3,4,69.0,2024-05-18,,Yes
EMP100186,36,Female,Operations,Process Analyst,Diploma,35300,3.8,7.6,2,4,3,4,Yes,Rarely,No,62.0,6,10,5,5,77.0,2022-10-12,,Yes
EMP100187,43,Male,Customer Support,Customer Success Manager,Bachelor's,48900,3.2,17.4,4,4,3,5,No,Rarely,No,80.0,5,7,0,14,95.0,2023-05-19,,No
EMP100188,38,Non-Binary,Operations,Operations Manager,Bachelor's,50000,3.6,14.9,2,1,3,3,Yes,None,No,19.0,4,8,2,10,48.4,2022-12-24,,Yes
EMP100189,21,Male,Operations,Operations Manager,Bachelor's,42200,0.0,0.0,3,3,3,4,Yes,None,No,40.0,4,6,4,3,74.9,2026-07-31,,No
EMP100190,39,Female,Technology,QA Engineer,Diploma,58700,2.2,16.2,2,3,4,4,No,None,Yes,47.0,7,7,1,2,73.6,2024-05-18,2025-08-19,No
EMP100191,30,Female,Sales,Account Executive,Bachelor's,35200,4.7,7.3,3,2,3,4,No,Rarely,Yes,63.0,4,10,5,5,72.0,2021-11-17,2026-02-01,Yes
EMP100192,28,Female,Customer Support,Support Specialist,Master's,26300,1.5,4.4,2,3,4,4,Yes,None,No,72.0,4,14,0,5,75.8,2025-01-29,,No
EMP100193,21,Female,Research & Development,Product Analyst,Bachelor's,42100,0.0,0.0,1,4,3,2,No,Rarely,No,26.0,2,13,3,5,57.8,2026-07-31,,No
EMP100194,35,Male,Operations,Operations Manager,High School,70600,6.2,10.3,2,3,4,3,Yes,Frequently,No,69.0,5,10,0,10,72.8,2020-05-18,,Yes
EMP100195,30,Male,Technology,Data Engineer,Bachelor's,67500,9.0,9.0,2,2,3,3,No,Rarely,Yes,35.0,3,6,3,5,57.3,2017-07-31,2020-04-23,No
EMP100196,37,Male,Technology,Data Analyst,Master's,62400,5.8,13.7,4,4,4,4,Yes,Frequently,No,18.0,9,6,3,2,90.0,2020-10-12,,No
EMP100197,27,Male,Marketing,Marketing Executive,Bachelor's,38300,2.0,5.3,2,3,2,4,No,None,No,33.0,4,8,2,2,61.3,2024-07-31,,No
EMP100198,60,Male,Customer Support,Customer Support Executive,Master's,30800,0.5,19.4,4,3,4,3,Yes,Rarely,No,49.0,3,5,3,3,85.9,2026-01-29,,No
EMP100199,31,Male,Customer Support,Support Specialist,Bachelor's,32000,7.7,7.7,3,3,4,3,Yes,Frequently,No,45.0,1,15,6,1,77.8,2018-11-18,,No
EMP100200,43,Female,Customer Support,Customer Support Executive,Bachelor's,41300,0.3,15.2,4,3,1,4,No,Rarely,No,47.0,4,12,0,2,73.6,2026-04-12,,Yes
EMP100201,43,Male,Operations,Operations Executive,Bachelor's,34000,6.4,12.1,3,3,4,4,No,Frequently,Yes,64.0,6,5,7,4,83.2,2020-03-06,2023-10-14,No
EMP100202,42,Male,Sales,Account Executive,Bachelor's,33400,0.9,17.0,2,3,2,3,No,None,No,15.0,5,12,1,3,55.2,2025-09-05,,No
EMP100203,27,Male,Sales,Sales Manager,Master's,50500,2.4,5.3,2,4,2,3,No,Rarely,No,28.0,6,9,4,4,63.7,2024-03-06,,No
EMP100204,49,Male,Customer Support,Team Leader,PhD,61200,1.7,24.8,4,2,3,4,No,Rarely,No,54.0,0,5,3,8,78.5,2024-11-17,,No
EMP100205,36,Male,Operations,Operations Manager,High School,58800,1.4,11.5,4,3,2,4,Yes,None,No,48.0,6,7,3,5,78.8,2025-03-07,,No
EMP100206,37,Male,Sales,Business Development Executive,Master's,35700,0.8,12.6,3,3,2,4,Yes,None,No,47.0,6,9,3,1,71.1,2025-10-12,,No
EMP100207,33,Male,Sales,Sales Executive,Master's,22100,7.3,7.3,3,4,4,4,No,None,No,70.0,9,9,2,3,89.5,2019-04-13,,No
EMP100208,34,Female,Operations,Process Analyst,Bachelor's,36100,2.5,6.5,2,3,3,3,No,Rarely,No,20.0,5,8,1,5,61.1,2024-01-30,,Yes
EMP100209,34,Male,Sales,Account Executive,Bachelor's,31000,6.4,6.4,3,2,4,3,No,None,Yes,39.0,7,7,5,1,70.5,2020-03-06,2021-08-21,No
EMP100210,22,Female,Sales,Business Development Executive,Bachelor's,22600,1.0,1.0,2,3,2,3,No,Rarely,No,46.0,5,15,4,1,60.4,2025-07-31,,No
EMP100211,36,Male,Operations,Supply Chain Analyst,Bachelor's,41100,8.2,8.2,3,2,4,5,No,Rarely,No,64.0,6,4,5,4,80.0,2018-05-19,,No
EMP100212,40,Female,Marketing,Marketing Executive,Bachelor's,39300,5.6,10.0,3,1,2,4,No,None,No,34.0,4,15,2,2,56.4,2020-12-24,,No
EMP100213,29,Male,Operations,Operations Executive,Bachelor's,30100,5.3,5.9,2,3,4,3,No,None,No,44.0,7,11,4,4,70.1,2021-04-12,,No
EMP100214,33,Female,Technology,Data Analyst,Bachelor's,42600,4.7,9.3,3,3,3,3,No,None,Yes,17.0,4,4,1,3,68.1,2021-11-17,2024-12-20,Yes
EMP100215,21,Female,Marketing,Digital Marketing Specialist,Master's,34900,0.0,0.0,3,3,3,3,No,None,No,27.0,7,5,1,2,69.8,2026-07-31,,Yes
EMP100216,43,Female,Technology,IT Support Specialist,PhD,60500,0.8,19.3,3,4,3,3,No,None,No,31.0,3,4,4,1,76.7,2025-10-12,,No
EMP100217,46,Male,Technology,IT Support Specialist,Bachelor's,54100,5.3,11.4,2,4,4,3,No,Rarely,No,53.0,6,10,5,5,77.8,2021-04-12,,No
EMP100218,36,Male,Marketing,Brand Manager,Bachelor's,67600,5.3,11.3,3,1,3,4,Yes,None,Yes,31.0,6,12,2,7,60.9,2021-04-12,2024-11-18,No
EMP100219,37,Female,Operations,Supply Chain Analyst,Master's,32300,7.3,8.5,4,2,4,3,No,Frequently,No,38.0,3,4,3,5,77.8,2019-04-13,,No
EMP100220,36,Female,Customer Support,Team Leader,Bachelor's,35800,4.5,7.1,3,3,4,4,No,None,No,49.0,10,15,2,7,81.4,2022-01-29,,No
EMP100221,40,Female,Operations,Supply Chain Analyst,Bachelor's,60700,5.6,15.8,3,3,1,4,No,None,No,40.0,2,4,3,5,64.9,2020-12-24,,No
EMP100222,36,Female,Operations,Process Analyst,Bachelor's,34500,5.1,12.1,2,4,4,4,No,Frequently,No,52.0,4,11,3,4,80.7,2021-06-24,,No
EMP100223,42,Male,Sales,Sales Manager,Master's,64500,7.3,17.7,1,2,3,4,No,None,No,65.0,10,9,2,13,57.0,2019-04-13,,No
EMP100224,39,Male,Finance,Senior Accountant,Bachelor's,73600,1.2,13.3,2,2,3,2,No,None,No,43.0,3,14,3,5,55.7,2025-05-19,,Yes
EMP100225,40,Male,Technology,Data Engineer,Bachelor's,61400,2.1,17.0,2,4,3,3,No,Frequently,Yes,40.0,5,9,2,1,70.7,2024-06-24,2026-05-07,No
EMP100226,37,Female,Technology,QA Engineer,Diploma,60300,2.0,10.5,3,1,4,3,No,Frequently,Yes,49.0,5,13,2,1,65.9,2024-07-31,2025-09-01,No
EMP100227,40,Male,Research & Development,Product Manager,Master's,75600,11.7,11.7,3,3,4,2,No,None,No,40.0,5,9,4,9,73.9,2014-11-18,,No
EMP100228,28,Female,Finance,Financial Analyst,PhD,51200,1.7,5.7,4,2,2,3,Yes,Frequently,No,39.0,1,13,2,4,68.0,2024-11-17,,No
EMP100229,21,Female,Customer Support,Customer Support Executive,Bachelor's,22000,0.0,0.0,1,3,2,4,Yes,None,No,63.0,5,8,1,5,58.2,2026-07-31,,Yes
EMP100230,33,Female,Operations,Operations Executive,Master's,36100,3.2,9.9,3,4,1,3,No,Frequently,No,41.0,5,5,3,2,68.3,2023-05-19,,No
EMP100231,49,Female,Customer Support,Customer Success Manager,Diploma,58600,2.7,16.1,3,3,3,2,No,None,No,28.0,2,2,3,3,66.9,2023-11-18,,No
EMP100232,39,Male,Human Resources,HR Executive,Master's,30400,3.5,8.9,3,1,2,5,No,Rarely,No,70.0,2,13,3,3,63.7,2023-01-30,,No
EMP100233,40,Male,Operations,Operations Manager,Master's,48000,2.1,12.9,3,3,2,3,No,None,No,70.0,3,7,3,6,70.2,2024-06-24,,No
EMP100234,26,Male,Human Resources,HR Executive,Bachelor's,23400,4.9,4.9,3,4,3,4,No,None,No,57.0,9,12,2,3,84.0,2021-09-05,,Yes
EMP100235,38,Female,Technology,IT Support Specialist,Bachelor's,50700,8.8,11.1,2,4,3,3,No,Frequently,No,43.0,6,16,2,2,71.2,2017-10-12,,Yes
EMP100236,25,Female,Marketing,Marketing Executive,Master's,33800,1.2,2.1,3,3,2,3,No,Rarely,No,49.0,8,7,3,1,68.4,2025-05-19,,No
EMP100237,34,Male,Technology,Software Engineer,Bachelor's,53800,0.6,10.7,4,4,2,4,No,Rarely,No,61.0,4,6,2,3,87.0,2025-12-24,,No
EMP100238,32,Male,Sales,Sales Manager,Diploma,42300,6.3,6.3,3,4,3,3,Yes,Frequently,No,19.0,6,11,0,5,74.7,2020-04-12,,Yes
EMP100239,38,Male,Operations,Operations Manager,Master's,58900,1.2,11.4,4,3,2,5,No,Rarely,No,39.0,2,10,3,6,80.2,2025-05-19,,No
EMP100240,34,Female,Sales,Account Executive,Bachelor's,34700,11.0,11.0,4,3,3,4,No,Rarely,No,26.0,1,3,1,1,80.1,2015-07-31,,No
EMP100241,41,Female,Research & Development,Product Manager,Master's,72300,3.0,17.5,2,1,3,3,No,Rarely,No,52.0,8,12,4,4,53.9,2023-07-31,,No
EMP100242,42,Female,Research & Development,Product Analyst,PhD,44300,1.5,10.0,3,3,4,2,No,None,No,24.0,3,2,1,5,71.3,2025-01-29,,No
EMP100243,44,Female,Research & Development,Product Analyst,Master's,45600,5.8,11.8,2,4,4,3,No,Frequently,No,20.0,8,9,2,2,72.3,2020-10-12,,No
EMP100244,58,Female,Finance,Accountant,Bachelor's,48800,1.9,20.5,4,2,3,3,No,None,No,61.0,3,8,4,4,76.5,2024-09-05,,No
EMP100245,28,Male,Sales,Business Development Executive,Bachelor's,25700,4.2,4.2,3,3,3,2,No,None,No,36.0,6,9,1,3,68.3,2022-05-19,,No
EMP100246,31,Female,Research & Development,Research Scientist,Bachelor's,55200,7.1,8.6,2,4,2,3,No,None,No,43.0,5,5,3,1,66.2,2019-06-25,,Yes
EMP100247,31,Female,Finance,Senior Accountant,Bachelor's,49700,4.3,7.1,4,3,2,4,Yes,None,No,52.0,8,2,4,2,79.4,2022-04-12,,No
EMP100248,21,Female,Research & Development,Research Analyst,Master's,41900,0.0,0.0,3,2,2,4,Yes,Rarely,No,50.0,3,4,1,3,65.3,2026-07-31,,No
EMP100249,36,Male,Research & Development,Research Scientist,Bachelor's,62200,4.8,10.4,3,4,4,3,No,None,Yes,25.0,3,7,6,1,80.7,2021-10-12,2024-09-01,No
EMP100250,33,Female,Customer Support,Customer Support Executive,Diploma,27200,12.0,12.0,3,4,4,4,No,Rarely,No,41.0,5,1,1,4,86.3,2014-07-31,,No
EMP100251,43,Female,Technology,Software Engineer,Bachelor's,61300,6.4,15.4,3,3,2,3,No,None,No,9.0,3,5,1,3,61.7,2020-03-06,,No
EMP100252,41,Male,Finance,Finance Manager,Bachelor's,62400,2.4,11.6,3,4,4,4,No,Rarely,Yes,33.0,5,13,0,10,85.0,2024-03-06,2025-06-05,No
EMP100253,38,Male,Customer Support,Customer Support Executive,Master's,32500,4.4,12.3,2,2,2,3,Yes,None,No,25.0,11,13,5,3,50.7,2022-03-07,,No
EMP100254,36,Male,Technology,IT Support Specialist,Master's,52100,5.3,8.0,3,4,2,3,No,Rarely,No,21.0,2,7,2,3,70.0,2021-04-12,,No
EMP100255,30,Female,Sales,Sales Manager,Diploma,51300,0.3,7.1,2,3,3,4,Yes,Frequently,No,52.0,5,7,2,12,69.4,2026-04-12,,No
EMP100256,36,Female,Operations,Operations Executive,Master's,30800,2.8,11.1,4,1,4,4,Yes,None,No,36.0,3,6,1,3,74.2,2023-10-12,,No
EMP100257,37,Male,Research & Development,Research Analyst,Diploma,49400,3.2,12.9,3,3,4,4,No,Frequently,No,25.0,3,15,0,4,77.4,2023-05-19,,No
EMP100258,34,Male,Marketing,Digital Marketing Specialist,Master's,37700,5.0,11.6,3,4,3,3,Yes,None,No,21.0,7,11,4,5,75.0,2021-07-31,,Yes
EMP100259,34,Male,Operations,Process Analyst,Master's,31700,1.1,6.8,3,4,3,2,Yes,None,No,27.0,1,6,5,5,73.0,2025-06-24,,No
EMP100260,35,Male,Sales,Sales Manager,Master's,53800,1.6,11.6,3,3,1,3,No,Rarely,No,48.0,6,12,2,4,63.3,2024-12-24,,Yes
EMP100261,36,Male,Operations,Operations Executive,Bachelor's,30200,0.7,11.4,4,3,1,5,Yes,None,No,76.0,3,16,2,2,78.8,2025-11-17,,No
EMP100262,41,Male,Research & Development,Product Manager,Diploma,79600,7.2,11.7,4,4,2,4,No,Frequently,No,26.0,11,6,3,3,81.3,2019-05-19,,No
EMP100263,21,Female,Sales,Sales Manager,Diploma,55900,0.0,0.0,3,2,4,3,No,None,No,23.0,7,4,1,10,67.8,2026-07-31,,No
EMP100264,36,Female,Human Resources,HR Business Partner,Bachelor's,48300,2.3,11.0,3,2,3,3,No,Rarely,Yes,29.0,2,1,2,4,63.8,2024-04-12,2025-06-19,No
EMP100265,36,Male,Customer Support,Customer Support Executive,Master's,29600,7.5,9.6,2,3,3,3,Yes,Rarely,No,16.0,1,9,1,5,60.4,2019-01-30,,No
EMP100266,41,Male,Marketing,Brand Manager,Master's,62000,5.8,15.4,2,3,3,2,No,None,No,30.0,4,10,1,4,59.8,2020-10-12,,No
EMP100267,33,Male,Marketing,Marketing Analyst,PhD,44500,2.6,10.7,4,3,4,4,Yes,Frequently,Yes,40.0,6,3,2,1,87.4,2023-12-24,2026-07-11,No
EMP100268,21,Male,Marketing,Brand Manager,Diploma,41800,0.0,0.0,3,2,4,3,Yes,None,No,44.0,3,3,3,8,71.3,2026-07-31,,No
EMP100269,21,Female,Finance,Accountant,Master's,37000,0.0,0.0,4,3,3,3,No,Rarely,No,57.0,5,3,1,4,82.2,2026-07-31,,No
EMP100270,21,Female,Technology,QA Engineer,Master's,41100,0.0,0.0,3,3,4,3,Yes,Rarely,No,5.0,5,5,3,4,71.1,2026-07-31,,Yes
EMP100271,42,Male,Customer Support,Team Leader,Bachelor's,42700,1.1,12.6,3,3,3,3,No,None,No,21.0,6,10,4,9,68.8,2025-06-24,,No
EMP100272,22,Male,Customer Support,Customer Success Manager,High School,40200,1.0,1.0,2,3,3,2,Yes,None,No,37.0,7,12,1,12,60.9,2025-07-31,,No
EMP100273,45,Female,Customer Support,Customer Success Manager,Bachelor's,73600,3.5,18.3,4,3,3,4,No,None,No,41.0,2,4,4,8,82.6,2023-01-30,,Yes
EMP100274,31,Male,Research & Development,Product Manager,Bachelor's,64500,7.3,7.3,3,2,1,2,No,Rarely,No,34.0,3,8,2,4,51.7,2019-04-13,,No
EMP100275,32,Male,Human Resources,HR Business Partner,Master's,44700,3.3,8.8,3,3,4,4,No,Rarely,Yes,53.0,1,5,2,2,82.1,2023-04-13,2025-01-13,No
EMP100276,48,Male,Human Resources,HR Executive,Master's,32300,5.1,16.7,2,4,3,3,Yes,Rarely,Yes,36.0,2,6,1,4,70.0,2021-06-24,2022-09-03,No
EMP100277,36,Female,Customer Support,Customer Support Executive,Bachelor's,26600,9.5,11.4,3,3,3,4,No,None,No,29.0,3,2,1,5,73.1,2017-01-29,,No
EMP100278,23,Male,Operations,Supply Chain Analyst,Diploma,38600,2.0,2.0,4,2,2,3,No,Rarely,Yes,34.0,6,12,2,5,67.2,2024-07-31,2025-08-18,No
EMP100279,35,Non-Binary,Marketing,Digital Marketing Specialist,High School,44100,4.1,8.8,2,2,2,3,No,Frequently,No,45.0,6,6,2,5,54.0,2022-06-24,,No
EMP100280,42,Female,Customer Support,Support Specialist,Master's,24900,12.7,12.7,2,3,4,3,No,Frequently,Yes,14.0,2,11,1,2,65.1,2013-11-17,2015-08-26,No
EMP100281,30,Female,Customer Support,Support Specialist,Bachelor's,33700,9.0,9.0,3,1,3,3,Yes,None,No,44.0,5,14,3,3,60.1,2017-07-31,,No
EMP100282,49,Male,Technology,Software Engineer,Bachelor's,65700,2.8,14.5,1,3,3,2,No,None,No,51.0,7,8,2,3,55.8,2023-10-12,,Yes
EMP100283,24,Male,Finance,Accountant,Master's,36700,3.0,3.0,3,3,4,4,No,None,Yes,51.0,5,7,3,2,81.8,2023-07-31,2025-11-17,No
EMP100284,21,Female,Sales,Business Development Executive,Bachelor's,22200,0.0,0.0,1,3,2,2,No,Rarely,No,24.0,6,8,1,2,46.2,2026-07-31,,No
EMP100285,48,Male,Operations,Operations Executive,Master's,31800,2.2,13.5,2,4,3,3,Yes,None,Yes,23.0,3,9,4,3,67.8,2024-05-18,2026-02-05,No
EMP100286,27,Male,Sales,Sales Manager,High School,43500,3.2,3.5,3,2,2,2,No,None,No,31.0,4,7,6,3,56.2,2023-05-19,,No
EMP100287,26,Male,Human Resources,HR Manager,Master's,51800,3.8,3.8,1,1,3,3,No,Rarely,No,5.0,5,21,3,14,38.6,2022-10-12,,Yes
EMP100288,30,Male,Operations,Operations Executive,Master's,44000,1.8,6.4,2,1,3,4,Yes,None,No,57.0,5,0,2,3,57.8,2024-10-12,,Yes
EMP100289,26,Female,Technology,Data Analyst,Bachelor's,38500,1.1,4.0,3,2,3,2,No,None,No,27.0,3,1,3,4,60.5,2025-06-24,,No
EMP100290,41,Female,Operations,Process Analyst,Diploma,39000,1.4,15.1,4,4,3,4,No,None,No,55.0,3,7,2,3,91.2,2025-03-07,,Yes
EMP100291,30,Female,Sales,Business Development Executive,Bachelor's,28400,2.4,4.4,2,4,2,3,No,None,No,53.0,5,8,3,4,67.8,2024-03-06,,No
EMP100292,24,Male,Sales,Account Executive,Bachelor's,30000,3.0,3.0,3,4,4,4,No,Frequently,No,61.0,6,11,5,3,89.5,2023-07-31,,Yes
EMP100293,32,Female,Customer Support,Customer Support Executive,High School,20400,3.3,5.6,3,4,4,4,No,Rarely,No,45.0,4,0,1,4,87.0,2023-04-13,,No
EMP100294,27,Male,Finance,Accountant,Bachelor's,45800,4.1,4.1,2,4,2,3,Yes,Rarely,Yes,42.0,5,11,0,5,66.0,2022-06-24,2024-03-06,No
EMP100295,34,Female,Sales,Business Development Executive,Bachelor's,37100,7.3,10.6,2,3,3,3,No,Rarely,No,40.0,5,6,4,3,64.4,2019-04-13,,No
EMP100296,26,Female,Operations,Supply Chain Analyst,Master's,30200,0.4,3.7,3,3,2,2,Yes,None,No,30.0,5,9,0,5,62.3,2026-03-07,,No
EMP100297,32,Male,Marketing,Brand Manager,Bachelor's,45400,4.4,6.0,1,3,3,2,No,None,No,14.0,3,11,2,15,49.6,2022-03-07,,No
EMP100298,33,Female,Technology,Data Analyst,Diploma,63700,4.7,9.5,4,3,2,3,Yes,None,No,27.0,4,13,1,4,72.2,2021-11-17,,No
EMP100299,49,Male,Operations,Operations Manager,Bachelor's,77500,2.4,20.9,3,3,4,4,Yes,None,No,50.0,7,6,0,3,81.6,2024-03-06,,No
EMP100300,43,Male,Sales,Account Executive,Master's,32400,7.2,10.8,1,3,2,3,No,Frequently,No,41.0,5,6,5,4,52.1,2019-05-19,,No
EMP100301,35,Male,Sales,Sales Executive,Diploma,38400,8.5,10.6,3,4,1,4,No,Rarely,Yes,5.0,5,4,4,5,65.3,2018-01-29,2022-05-23,No
EMP100302,32,Female,Operations,Process Analyst,Bachelor's,33100,4.3,7.3,3,3,2,4,Yes,Rarely,No,48.0,8,8,1,4,71.2,2022-04-12,,No
EMP100303,31,Male,Operations,Operations Executive,Bachelor's,35900,3.4,5.0,1,2,3,3,No,None,No,13.0,5,4,1,5,46.2,2023-03-07,,Yes
EMP100304,35,Male,Operations,Process Analyst,Bachelor's,37800,12.1,12.1,3,3,3,3,No,Rarely,No,7.0,6,1,3,3,66.4,2014-06-24,,Yes
EMP100305,27,Male,Marketing,Digital Marketing Specialist,Master's,37800,3.0,3.3,4,3,3,4,Yes,Rarely,No,45.0,5,14,4,3,83.2,2023-07-31,,No
EMP100306,31,Male,Research & Development,Product Analyst,Master's,43300,7.4,7.7,3,1,4,3,Yes,None,No,48.0,6,6,1,3,65.8,2019-03-07,,No
EMP100307,32,Female,Human Resources,HR Business Partner,Bachelor's,36000,2.0,5.1,4,3,4,4,No,,No,52.0,3,13,2,2,89.4,2024-07-31,,No
EMP100308,34,Female,Technology,Data Engineer,Master's,57500,3.3,6.0,1,3,3,2,No,None,Yes,38.0,5,6,1,4,53.6,2023-04-13,2026-02-05,No
EMP100309,35,Female,Customer Support,Customer Success Manager,Master's,42600,2.8,11.8,2,3,3,2,No,Frequently,No,40.0,4,9,3,9,61.4,2023-10-12,,No
EMP100310,40,Male,Technology,IT Support Specialist,Bachelor's,48700,3.1,10.9,3,3,2,4,No,None,No,55.0,4,3,4,1,72.4,2023-06-25,,No
EMP100311,41,Male,Finance,Finance Manager,Master's,76000,1.2,9.0,3,3,3,2,No,Frequently,No,48.0,1,11,2,10,70.3,2025-05-19,,No
EMP100312,38,Female,Sales,Sales Executive,Master's,36300,2.6,11.3,4,3,3,4,Yes,None,Yes,55.0,4,11,4,3,84.9,2023-12-24,2025-11-05,No
EMP100313,48,Male,Sales,Account Executive,Bachelor's,33900,2.1,23.2,2,3,3,4,No,Frequently,No,51.0,6,9,3,4,69.2,2024-06-24,,No
EMP100314,39,Female,Research & Development,Product Manager,Master's,75800,6.9,9.1,2,4,4,4,No,None,No,54.0,5,3,2,11,81.0,2019-09-06,,No
EMP100315,34,Male,Customer Support,Customer Success Manager,PhD,51100,7.7,8.0,3,4,3,3,No,Frequently,No,26.0,4,9,7,4,75.8,2018-11-18,,No
EMP100316,33,Female,Marketing,Digital Marketing Specialist,Bachelor's,31800,6.8,7.5,3,2,2,3,No,None,No,23.0,3,4,3,5,57.8,2019-10-12,,No
EMP100317,41,Male,Finance,Senior Accountant,Master's,52700,7.2,13.8,3,3,1,4,Yes,None,No,69.0,8,15,5,3,68.2,2019-05-19,,No
EMP100318,32,Female,Sales,Account Executive,Bachelor's,32400,5.6,7.9,2,3,4,3,Yes,None,No,29.0,3,15,0,5,67.6,2020-12-24,,No
EMP100319,37,Female,Sales,Business Development Executive,Master's,30100,2.9,11.2,3,4,3,2,No,None,No,6.0,3,8,2,3,69.5,2023-09-06,,No
EMP100320,38,Male,Technology,Software Engineer,Bachelor's,47400,8.6,14.0,2,2,4,3,No,None,Yes,14.0,5,4,1,5,58.8,2017-12-24,2021-04-28,No
EMP100321,21,Female,Operations,Process Analyst,Diploma,27600,0.0,0.0,2,3,3,3,Yes,Frequently,No,46.0,3,11,3,2,65.4,2026-07-31,,No
EMP100322,22,Male,Marketing,Digital Marketing Specialist,Master's,31000,1.0,1.0,2,2,3,2,Yes,Rarely,No,38.0,5,2,4,1,54.8,2025-07-31,,Yes
EMP100323,41,Male,Operations,Supply Chain Analyst,Master's,42600,5.9,9.5,3,3,3,4,No,Rarely,Yes,46.0,2,6,0,4,75.9,2020-09-05,2022-03-16,Yes
EMP100324,38,Male,Technology,QA Engineer,PhD,57800,4.9,11.0,1,2,4,3,No,Frequently,No,66.0,2,13,4,1,59.0,2021-09-05,,No
EMP100325,21,Male,Research & Development,Research Scientist,Master's,33800,0.0,0.0,3,3,3,4,No,Frequently,No,87.0,4,17,1,1,78.2,2026-07-31,,No
EMP100326,21,Male,Marketing,Marketing Executive,Master's,26100,0.0,0.0,3,4,3,4,No,None,No,37.0,3,5,0,5,80.7,2026-07-31,,No
EMP100327,46,Female,Operations,Operations Executive,Master's,41100,0.2,20.9,2,2,4,3,Yes,None,No,42.0,5,11,3,1,63.5,2026-05-19,,No
EMP100328,39,Female,Operations,Operations Executive,High School,40600,4.7,13.6,3,1,4,4,No,None,Yes,20.0,3,5,1,2,64.1,2021-11-17,2022-11-28,No
EMP100329,45,Male,Finance,Financial Analyst,Master's,49000,2.0,19.2,3,2,3,3,No,None,No,40.0,6,15,2,4,65.7,2024-07-31,,Yes
